Unnamed: 0,ending1,ending2,startphrase,labels
569,ಬೆಕ್ಕು ಸಾಕು ಪ್ರಾಣಿಯಾಗಿದೆ,ಬೆಕ್ಕು ಸಾಕು ಪ್ರಾಣಿಯಲ್ಲ,ಬೆಕ್ಕು ಹುಲಿಯಂತೆ ಸಾಕು ಪ್ರಾಣಿಯಾಗಿದೆ,1
449,ಈ ರೋಡ್ ಕಿರಿದಾಗಿದೆ,ಈ ರೋಡ್ ಕಿರಿದಾಗಿಲ್ಲ,ಈ ರೋಡ್ ಹೈವೇ ಯಂತೆ ಕಿರಿದಾಗಿದೆ,1
816,ಆ ಪೇಂಟಿಂಗ್ ಅದ್ಭುತವಾಗಿತ್ತು,ಆ ಪೇಂಟಿಂಗ್ ಅದ್ಭುತವಾಗಿಲ್ಲ,ಆ ಪೇಂಟಿಂಗ್ ಕಾಮನಬಿಲ್ಲಿನಂತೆ ಅದ್ಭುತವಾಗಿತ್ತು,0
232,ಗಾತ್ರದಲ್ಲಿ ದೊಡ್ಡದಾಗಿದೆ,ಗಾತ್ರದಲ್ಲಿ ಸಣ್ಣದು,ಗಾತ್ರದಲ್ಲಿ ಆನೆಯಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,0
228,ಆ ನೀರು ಉಪ್ಪಾಗಿದೆ,ಆ ನೀರು ಉಪ್ಪಾಗಿಲ್ಲ,ಆ ನೀರು ಸಮುದ್ರದಂತೆ ಉಪ್ಪಾಗಿದೆ,0
423,ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮವು ಚೆನ್ನಾಗಿತ್ತು,ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮವು ಚೆನ್ನಾಗಿಲ್ಲ,ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮವು ಮತ್ತೆ ಕೇಳಬೇಕೆನಿಸುವಷ್ಟು ಚೆನ್ನಾಗಿತ್ತು,1
222,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರ,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಲ್ಲ,ದೋಸೆಯು ಇಡ್ಲಿಯಷ್ಟೇ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಾಗಿದೆ,0
562,ಆ ವಿಷಯವು ಸಾಮಾನ್ಯವಾಗಿದೆ,ಆ ವಿಷಯವು ಸಾಮಾನ್ಯವಾಗಿಲ್ಲ,ಆ ವಿಷಯವು ಕಾರ್ ಹೊಂದಿದಷ್ಟು ಸಾಮಾನ್ಯವಾಗಿದೆ,0
1038,ಅವರನ್ನು ಎಲ್ಲರೂ ಗೌರವಿಸುತ್ತಾರೆ,ಅವರನ್ನು ಎಲ್ಲರೂ ಗೌರವಿಸುವುದಿಲ್ಲ,ಅವರನ್ನು ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟಗಾರರಂತೆ ಎಲ್ಲರೂ ಗೌರವಿಸುತ್ತಾರೆ,0
292,ಆ ಮನೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,ಈ ಮನೆಯು ಹೊಸ ಕಟ್ಟಡದಂತೆ ಹಳೆಯದು,0
119,ಆ ಸದ್ದು ಇಂಪಾಗಿದೆ,ಆ ಸದ್ದು ಇಂಪಾಗಿಲ್ಲ,ಆ ಸದ್ದು ಪಟಾಕಿಯಂತೆ ಇಂಪಾಗಿದೆ,1
693,ಅದು ಸಾಹಸಮಯವಾಗಿತ್ತು,ಅದು ಸಾಹಸಮಯವಾಗಿರಲಿಲ್ಲ,ಅದು ಮಾರ್ನಿಂಗ್ ವಾಕ್ ನಂತೆ ಸಾಹಸಮಯವಾಗಿತ್ತು,1
533,ಈ ಹಾಲು ಹೆಚ್ಚು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,ಈ ಹಾಲು ಹೆಚ್ಚು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿಲ್ಲ,ಈ ಹಾಲು ಫಾರ್ಮುಲಾ ಹಾಲಿನಷ್ಟು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,1
541,ಈ ದಿನ ಹೆಚ್ಚು ಗಾಳಿ ಬೀಸಿತು,ಈ ದಿನ ಹೆಚ್ಚು ಗಾಳಿ ಬೀಸಿಲ್ಲ,ಈ ದಿನ  ಭೂಕಂಪದಷ್ಟು ಹೆಚ್ಚು ಗಾಳಿ ಬೀಸಿತು,1
411,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು,ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿಲ್ಲ,ಸಿನಿಮಾದಲ್ಲಿ ಕೆಟ್ಟ ಸಂದೇಶವಿತ್ತು,1
705,ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟಿ,ಆ ವಸ್ತುವು ತಾಮ್ರದಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು,1
1188,ಅವನ ಮಾತಿನಲ್ಲಿ ಹಿಡಿತವಿತ್ತು,ಅವನ ಮಾತಿನಲ್ಲಿ ಹಿಡಿತವಿಲ್ಲ,ಅವನ ಮಾತಿನಲ್ಲಿ ಭಾಷಣಕಾರರ ಹಿಡಿತವಿತ್ತು,0
1181,ಆ ಪ್ರಾಣಿಯು ಕಾಣ ಸಿಗುತ್ತದೆ,ಆ ಪ್ರಾಣಿಯು ಕಾಣ ಸಿಗಲ್ಲ,ಆ ಪ್ರಾಣಿಯು ಕಾಂಗರೂವಿನಂತೆ ಏಷ್ಯಾದಲ್ಲಿ ಮಾತ್ರ ಕಾಣಸಿಗುತ್ತದೆ,1
7,ಆ ಜಾಗವು ನಿಶಬ್ದವಾಗಿದೆ,ಆ ಜಾಗವು ನಿಶಬ್ದವಾಗಿಲ್ಲ,ಆ ಜಾಗವು ಟ್ರಾಫಿಕ್ ಜಾಮ್ನಷ್ಟು ನಿಶ್ಯಬ್ದವಾಗಿದೆ.,1
526,ಈ ಸಾಂಬಾರು ಸಿಹಿಯಾಗಿದೆ,ಈ ಸಾಂಬಾರು ಸಿಹಿಯಾಗಿಲ್ಲ,ಈ ಸಾಂಬಾರು ಪಾಯಸದಂತೆ ಸಿಹಿಯಾಗಿದೆ,0
930,ಆ ಹುಡುಗ ಉದ್ದವಿದ್ದಾನೆ,ಆ ಹುಡುಗ ಉದ್ದವಿಲ್ಲ,ಆ ಹುಡುಗ ಜಿರಾಫೆಯಂತೆ ಉದ್ದವಿದ್ದಾನೆ.,0
416,ಅವನ ಭಾಷಣ ಜನರನ್ನುಸೆಳೆಯುತ್ತಿತ್ತು,ಅವನ ಭಾಷಣ ಜನರನ್ನು ಸೆಳೆಯಲ್ಲಿಲ್ಲ,ಅವನ ಭಾಷಣ ಜನರನ್ನು ಉಕ್ಕಿನಂತೆ ಸೆಳೆಯುತ್ತಿತ್ತು,0
601,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುವುದಿಲ್ಲ,ಈ ಆಟವು ಕ್ರಿಕೆಟ್ ನಂತೆ ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,1
121,ಆ ಸಿನಿಮಾ ಭಯ ಮೂಡಿಸಿತ್ತು,ಆ ಸಿನಿಮಾ ಭಯ ಮೂಡಿಸಲಿಲ್ಲ,ಆ ಸಿನಿಮಾ ಕಾಮಿಡಿ ಚಿತ್ರದಷ್ಟು ಭಯ ಮೂಡಿಸಿತ್ತು,1
1083,ಅವರು ಪ್ರಭಾವಿ,ಅವರು ಪ್ರಭಾವಿಯಲ್ಲ,ಅವರು ರೈತರಂತೆ ಪ್ರಭಾವಿ ವ್ಯಕ್ತಿಯಾಗಿದ್ದಾರೆ,1
1062,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭ,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭವಲ್ಲ,ಹಣ ಕಳುಹಿಸುವುದು ಯುಪಿಐ ನಿಂದ ಸುಲಭ,0
866,ಆ ಪ್ರಾಣಿ ಹೆಚ್ಚು ದಿನ ಬದುಕಬಲ್ಲದು,ಆ ಪ್ರಾಣಿ ಹೆಚ್ಚು ದಿನ ಬದುಕಲ್ಲ,ಆ ಪ್ರಾಣಿ ಆಮೆಯಂತೆ ಹೆಚ್ಚು ದಿನ ಬದುಕಬಲ್ಲದು,0
774,ಈ ವಾಹನವು ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿಲ್ಲ,ಈ ವಾಹನವು ಎತ್ತಿನಗಾಡಿಯಂತೆ ವೇಗವಾಗಿದೆ,0
1032,ಅವರು ಮಾತಿನ ಮಲ್ಲರು,ಅವರು ಮಾತಿನ ಮಲ್ಲರಲ್ಲ,ಅವರು ರಾಜಕಾರಣಿಯಂತೆ ಸನ್ಯಾಸಿಯಂತೆ ಮಾತಿನ ಮಲ್ಲರು,0
1133,ಈ ಆಹಾರವು ಸಾವಯವಾಗಿದೆ,ಈ ಆಹಾರವು ಸಾವಯವಾಗಿಲ್ಲ,ಈ ಆಹಾರವು ಚೈನೀಸ್ ಫುಡ್ ನಷ್ಟು ಸಾವಯವಾಗಿದೆ,1
1129,ಈ ನೃತ್ಯವು ಪ್ರಾಚೀನವಾಗಿದೆ,ಈ ನೃತ್ಯವು ಪ್ರಾಚೀನವಾಗಿಲ್ಲ,ಈ ನೃತ್ಯವು ಡಿಸ್ಕೋ ದಷ್ಟು ಪ್ರಾಚೀನವಾಗಿದೆ,1
635,ಅದು ಓವಲ್ ಆಕಾರದಲ್ಲಿದೆ,ಅದು ಓವಲ್ ಆಕಾರದಲ್ಲಿಲ್ಲ,ಅದು ರಿಂಗ್ ನಂತೆ ಓವಲ್ ಆಕಾರದಲ್ಲಿದೆ,1
782,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿಲ್ಲ,ಆ ಕಟ್ಟಡವು ಬಂಗಲೆಯಂತೆ ಐಷಾರಾಮಿಯಾಗಿದೆ,0
1001,ಆ ತಿಂಗಳು ಕಡಿಮೆ ದಿನ ಹೊಂದಿದೆ,ಆ ತಿಂಗಳು ಕಡಿಮೆ ದಿನ ಹೊಂದಿಲ್ಲ,ಆ ತಿಂಗಳು ಡಿಸೆಂಬರ್ ನಂತೆ ಕಡಿಮೆ ದಿನ ಹೊಂದಿದೆ,1
252,ಆ ಜಾಗವು ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿಲ್ಲ,ಈ ಜಾಗವು ಬೋರ್ ವೆಲ್ ನಂತೆ ಆಳವಾಗಿದೆ,0
691,ಅದು ಕರಗುತ್ತದೆ,ಅದು ಕರಗುವುದಿಲ್ಲ,ಅದು ಕಲ್ಲಿನಂತೆ ಕರಗುತ್ತದೆ,1
109,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿರಲಿಲ್ಲ,ಘಟನೆಯು  ಶಾಂತಿಯಂತೆ ಭಯಾನಕವಾಗಿತ್ತು,1
202,ನನ್ನ ತಮ್ಮ ಡ್ಯಾನ್ಸ್ ಮಾಡುತ್ತಾನೆ,ನನ್ನ ತಮ್ಮ ಡಾನ್ಸ್ ಮಾಡುವುದಿಲ್ಲ,ನನ್ನ ತಮ್ಮ ಮೈಕಲ್ ಜಾಕ್ಸನ್ ಡ್ಯಾನ್ಸ್ ಮಾಡುತ್ತಾನೆ,0
713,ಆ ಜಾಗವು ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿಲ್ಲ,ಈ ಜಾಗವು ಮನೆಯ ಟ್ಯಾಂಕ್ ನಂತೆ ಆಳವಾಗಿದೆ,1
1017,ಆ ಪ್ರದೇಶದಲ್ಲಿ ಮಳೆಯಾಗುತ್ತದೆ,ಆ ಪ್ರದೇಶದಲ್ಲಿ ಮಳೆಯಾಗಲ್ಲ,ಆ ಪ್ರದೇಶದಲ್ಲಿ ರಾಜಸ್ಥಾನದಂತೆ ಮಳೆಯಾಗುತ್ತದೆ,1
149,ಆ ವಸ್ತು ಸೂಕ್ಷ್ಮವಾಗಿದೆ,ಆ ವಸ್ತು ಸೂಕ್ಷ್ಮವಾಗಿಲ್ಲ,ಆ ವಸ್ತು ಕಲ್ಲಿನಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿದೆ,1
678,ಅದರ ಬಣ್ಣ ಬಿಳುಪಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳುಪಾಗಿಲ್ಲ,ಅದರ ಬಣ್ಣ ಹಾಲಿನಷ್ಟು ಬಿಳುಪಾಗಿದೆ,0
963,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಸುಲಭ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಕಷ್ಟ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಕಷ್ಟ,1
341,ಅದು ಬಿಳುಪಾಗಿತ್ತು,ಅದು ಬಿಳುಪಾಗಿಲ್ಲ,ಅದು ಕಪ್ಪು ಹಲಗೆಯಂತೆ ಬಿಳುಪಾಗಿತ್ತು,1
763,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿತ್ತು,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿಲ್ಲ,ಆತನ ದಿರಿಸು ಭಿಕ್ಷುಕನಂತೆ ಶುಚಿಯಾಗಿತ್ತು,1
48,ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಧರಿಸಿದ್ದಾನೆ,ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಧರಿಸಿಲ್ಲ,ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಪಂಚೆ ಧರಿಸಿದ್ದಾನೆ.,0
1087,ಆಹಾರ ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,ಆಹಾರ ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿಲ್ಲ,ಆಹಾರ ಪಾನಿಪುರಿಯಂತೆ ಹೆಚ್ಚು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,1
559,ಆ ವಿಷಯವು ಕಷ್ಟಕರ,ಆ ವಿಷಯವು ಕಷ್ಟವಲ್ಲ,ಆ ವಿಷಯವು  ಡಿಗ್ರಿ ಪಡೆಯುವಷ್ಟು ಕಷ್ಟಕರ,1
786,ಅವನು ಶ್ರೀಮಂತ,ಅವನು ಶ್ರೀಮಂತನಲ್ಲ,ಅವನು ಅಂಬಾನಿಯಂತೆ ಶ್ರೀಮಂತ,0
1092,ಅವನು 10 ತಲೆ ಹೊಂದಿದ್ದ,ಅವನು 10 ತಲೆ ಹೊಂದಿಲ್ಲ,ಅವನು ರಾವಣನಂತೆ 10 ತಲೆ ಹೊಂದಿದ್ದನು,0
139,ಆ ವಸ್ತು ಬಿಸಿಯಾಗಿದೆ,ಆ ವಸ್ತು ತಣ್ಣಗಿದೆ,ಆ ವಸ್ತು  ನೀರಿನಷ್ಟು ಬಿಸಿಯಾಗಿದೆ,1
627,ಅಲ್ಲಿ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿವೆ,ಅಲ್ಲಿ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿಲ್ಲ,ಅಲ್ಲಿ ಸಿಟಿಯಂತೆ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿವೆ,1
609,ಅದು ಅಪರೂಪ,ಅದು ಅಪರೂಪವಲ್ಲ,ಅದು ನಕ್ಷತ್ರ ದಂತೆ ಅಪರೂಪ,1
899,ಅದು ಬಿಳುಪಾಗಿತ್ತು,ಅದು ಬಿಳುಪಾಗಿಲ್ಲ,ಅದು ಕಪ್ಪು ಹಲಗೆಯಂತೆ ಬಿಳುಪಾಗಿತ್ತು,1
100,ಅದು ಓವಲ್ ಆಕಾರ ಹೊಂದಿದೆ,ಅದು ಓವಲ್ ಆಕಾರ ಹೊಂದಿಲ್ಲ,ಅದು ಮೊಟ್ಟೆಯಂತೆ ಓವಲ್ ಆಕಾರ ಹೊಂದಿದೆ,0
1193,ಆ ಘಟನೆ ಭಯಭೀತವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಭೀತವಾಗಿರಲಿಲ್ಲ,ಆ ಘಟನೆ ಮದುವೆಯಂತೆ ಭಯಭೀತವಾಗಿತ್ತು,1
117,ಅದು ಹಣ ಉಳಿಸುವಷ್ಟು ಉತ್ತಮ,ಅದು ಹಣ ಉಳಿಸುವಷ್ಟು ಉತ್ತಮವಲ್ಲ,ಅದು ಹಣ ಖರ್ಚು ಮಾಡುವಷ್ಟು ಉತ್ತಮವಾಗಿದೆ,1
1028,ಅದು ಅಪಾಯಕಾರಿ,ಅದು ಅಪಾಯಕಾರಿಯಲ್ಲ,ಕೋವಿಡ್ನಂತೆ ಅಂತೆ ಅಪಾಯಕಾರಿ,0
3,ಆ ಪ್ರದೇಶ ಹಿಂಸೆಯಿಂದ ಕೂಡಿದೆ,ಆ ಪ್ರದೇಶ ಹಿಂಸೆಯಿಂದ ಕೂಡಿಲ್ಲ,ಆ ಪ್ರದೇಶ ದೇವಸ್ಥಾನದಷ್ಟು ಹಿಂಸೆಯಿಂದ ಕೂಡಿದೆ.,1
1055,ಆ ವಸ್ತು ಚಿಕ್ಕದು,ಆ ವಸ್ತು ಚಿಕ್ಕದಲ್ಲ,ಆ ವಸ್ತು ಗೋಲಿಯಷ್ಟು ಚಿಕ್ಕದು,1
59,ಶಿಖರದಲ್ಲಿ ಹಿಮಪಾತ ಹೆಚ್ಚು,ಶಿಖರದಲ್ಲಿ ಹಿಮಪಾತ ಕಡಿಮೆ,ಶಿಖರದಲ್ಲಿ ಮಣ್ಣಿನಂತೆ ಯಥೇಚ್ಛವಾಗಿದೆ.,1
166,ಆ ವಸ್ತು ಭಾರವಿಲ್ಲ,ಆ ವಸ್ತು ಭಾರವಿದೆ,ಆ ವಸ್ತು ಹತ್ತಿಯಂತೆ ನಿರ್ಭಾರವಾಗಿದೆ,0
639,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುವುದಿಲ್ಲ,ಆ ಪ್ರಾಣಿ ಸಿಂಹದಂತೆ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,1
1016,ಆ ಪ್ರದೇಶದಲ್ಲಿ ಮಳೆಯಾಗುತ್ತದೆ,ಆ ಪ್ರದೇಶದಲ್ಲಿ ಮಳೆಯಾಗಲ್ಲ,ಆ ಪ್ರದೇಶದಲ್ಲಿ ಆಗುಂಬೆಯಂತೆ ಮಳೆಯಾಗುತ್ತದೆ,0
764,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿಲ್ಲ,ಆ ತಿಂಡಿಯು ಬ್ರೆಡ್ ನಂತೆ ತೆಳುವಾಗಿತ್ತು,0
1171,ಅವನು ಶಿಸ್ತಿನ ಸಿಪಾಯಿ,ಅವನು ಶಿಸ್ತಿನ ಸಿಪಾಯಿಯಲ್ಲ,ಕೆಲಸದ ವಿಷಯದಲ್ಲಿ ಅವನು ನಿರ್ಲಕ್ಷ್ಯದ ಹುಡುಗ,1
343,ಅವಳು ತಾಜಾವಾಗಿದ್ದಾಳೆ,ಅವಳು ತಾಜಾವಾಗಿಲ್ಲ,ಅವಳು ಒಣಗಿದ ಎಲೆಯಷ್ಟು ತಾಜಾವಾಗಿದ್ದಾಳೆ,1
613,ಆ ಸ್ಥಳವು ದಟ್ಟವಾಗಿದೆ,ಆ ಸ್ಥಳವು ದಟ್ಟವಾಗಿಲ್ಲ,ಆ ಸ್ಥಳವು ತೋಟದಂತೆ ದಟ್ಟವಾಗಿದೆ,1
592,ಆ ಪ್ರಾಣಿಯು ಹೆಚ್ಚು ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿಯು ಹೆಚ್ಚು ಚೇಷ್ಟೆ ಮಾಡುವುದಿಲ್ಲ,ಆ ಪ್ರಾಣಿಯು ಕೋತಿಯಂತೆ ಹೆಚ್ಚು ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,0
332,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿಲ್ಲ,ಅವನು ನಾಯಿಯಂತೆ ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,0
580,ಅವಳ ಕಂಗಳು ಹೊಳೆಯುತ್ತಿದ್ದವು,ಅವಳ ಕಂಗಳು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,ಅವಳ ಕಂಗಳು ನಕ್ಷತ್ರದಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದವು,0
248,ಅಡುಗೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆಯ ಅನಾರೋಗ್ಯಕರವಾಗಿತ್ತು,ಆ ಅಡುಗೆಯು ಸೇಬಿನಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,0
127,ಅವನು ಬೇಗ ಏಳುತ್ತಾನೆ,ಅವನು ಬೇಗ ಏಳುವುದಿಲ್ಲ,ಅವನು ಮಧ್ಯಾಹ್ನದಂತೆ ಬೇಗ ಏಳುತ್ತಾನೆ,1
301,ಅವನು ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,ಅವನು ಕಿರಿಯವನಾಗಿಲ್ಲ,ಅವನು ಅಜ್ಜನಂತೆ ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,1
381,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿಲ್ಲ,ಈ ವಸ್ತುವೂ  ಪ್ರಾಣಿಯಂತೆ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,1
739,ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ,ಅದು ನದಿಯಂತೆ ಅಗಲವಾಗಿತ್ತು,1
649,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,ಅವಳ ಕಣ್ಣು ಕಬ್ಬಿಣದಂತೆ ಹೊಳೆಯುತ್ತಿತ್ತು,1
1126,ಈ ಕಾಯಿಲೆಯು ತುರ್ತಾಗಿಲ್ಲ,ಈ ಕಾಯಿಲೆಯು ತುರ್ತಾಗಿದೆ,ಈ ಕಾಯಿಲೆಯು ಕೆಮ್ಮಿನಷ್ಟು ತುರ್ತಾಗಿದೆ,0
300,ಅವನು ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,ಅವನು ಕಿರಿಯವನಾಗಿಲ್ಲ,ಅವನು  ಶಿಶುವಿನಂತೆ ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,0
497,ಈ ನೀರು ಉಪ್ಪಾಗಿದೆ,ಈ ನೀರು ಉಪ್ಪಾಗಿಲ್ಲ,ಈ ನೀರು ಸಮುದ್ರ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿದೆ,1
220,: ಆ ಪ್ರಾಣಿಯ ಘರ್ಜಿಸುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಘರ್ಜಿಸುವುದಿಲ್ಲ,ಈ ಪ್ರಾಣಿಯು ಸಿಂಹದಂತೆ ಗರ್ಜಿಸುತ್ತದೆ,0
430,ಅವನ ಕೈಬರಹ ಸುಂದರವಾಗಿದೆ,ಅವನ ಕೈಬರಹ ಸುಂದರವಾಗಿಲ್ಲ,ಅವನ ಕೈಬರಹ ಕಂಪ್ಯೂಟರ್ ಬರಹದಂತೆ ಸುಂದರವಾಗಿದೆ,0
383,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿದೆ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿಲ್ಲ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ಗ್ರಹಗಳನ್ನು ಹೊಂದಿದೆ,1
594,ಈ ವಸ್ತು ಹೆಚ್ಚು ಮೌಲ್ಯ ಹೊಂದಿದೆ,ಈ ವಸ್ತು ಹೆಚ್ಚು ಮೌಲ್ಯ ಹೊಂದಿಲ್ಲ,ಈ ವಸ್ತು ಡಾಲರ್ ನಷ್ಟು ಹೆಚ್ಚು ಮೌಲ್ಯ ಹೊಂದಿದೆ,0
315,ಈ ವಾಹನವು ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿಲ್ಲ,ಈ ವಾಹನವು ಜೆಟ್ ನಂತೆ ವೇಗವಾಗಿದೆ,1
865,ಅವನು ಈಜುತ್ತಾನೆ,ಅವನು ಈಜುವುದಿಲ್ಲ,ಅವನು ಆನೆಯಂತೆ ಈಜುತ್ತಾನೆ,1
545,ಅವರು ಹೆಚ್ಚು ಪ್ರಯೋಗ ಮಾಡುತ್ತಾರೆ,ಅವರು ಹೆಚ್ಚು ಪ್ರಯೋಗ ಮಾಡುವುದಿಲ್ಲ,ಅವರು ಇತಿಹಾಸಕಾರರಂತೆ ಹೆಚ್ಚು ಪ್ರಯೋಗ ಮಾಡುತ್ತಾರೆ,1
1120,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿಲ್ಲ,ಈ ಕಾರ್ಯಕ್ರಮವು ಬ್ಲಾಸ್ಟ್ನಂತೆ ಭಯಾನಕವಾಗಿದೆ,0
998,ಆ ಹಣ್ಣು ದುಬಾರಿ,ಆ ಹಣ್ಣು ದುಬಾರಿಯಲ್ಲ,ಆ ಹಣ್ಣು ಡ್ರೈ ಫ್ರೂಟ್ಸ್ ನಂತೆ ದುಬಾರಿ,0
600,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುವುದಿಲ್ಲ,ಈ ಆಟವು ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್ ನಂತೆ ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,0
845,ವಸ್ತುವಿನ ಬಣ್ಣ ಬೆಳ್ಳಗೆ ಇದೆ,ವಸ್ತುವಿನ ಬಣ್ಣ ಬೆಳ್ಳಗೆ ಇಲ್ಲ,ವಸ್ತುವಿನ ಬಣ್ಣ ಕಲ್ಲಿನಂತೆ ಬೆಳ್ಳಗೆ ಇದೆ,1
1081,ಆ ಊರು ಹೆಚ್ಚು ಸ್ವಚ್ಛವಾಗಿದೆ,ಆ ಊರು ಹೆಚ್ಚು ಸ್ವಚ್ಛವಾಗಿಲ್ಲ,ಅವರು ಆ ಊರು ಬೆಂಗಳೂರಿನಷ್ಟು ಸ್ವಚ್ಛವಾಗಿದೆ,1
