Unnamed: 0,startphrase,ending1,ending2,labels
315,उसने अपना घर बनाने के लिए एक चींटी की तरह मेहनत की है।,उसने अपना घर बनाने के लिए दूसरों को लुटा है।,उसने बड़ी मेहनत से अपना घर बनाया है।,1
649,खेतों में अपने पानी से सिंचाई की।,उसने बड़ी महनत से फसल उगाई। ,उसने थोड़ी सी महनत से फसल उगाई। ,1
754,उसकी शादी में बाराती मधुमखी के झुंड से आये थे। ,उसकी शादी में बहुत ज्यादा बाराती आये थे। ,उसकी शादी में बहुत कम बाराती आये थे। ,0
347,होमवर्क कागज़ की तरह हल्का है। ,होमवर्क बहुत ज्यादा है।,होमवर्क बहुत कम है।,1
296,हवा मेंढक की तरह कोमल थी।,हवा तेज थी। ,हवा धीरे थी।,0
350,डॉक्टरचन्दन की लकड़ी की तरह कीमती है।,डॉक्टर बहुत जरूरी है। ,सिर्फ अच्छे डॉक्टर जरूरी है।,0
977,वो ऐसे चिल्लाये जैसे घर में चोरी आ गए हों। ,वो ख़ुशी से चिल्लाये। ,वो डर से चिल्लाये। ,1
137,उसके लिए पैसा कमाना गले का फंदा था।,पैसे कमाने ने उसे जीवित रखा।,पैसा कमाना उसे मार रहा था।,1
346,होमवर्क बस की तरह हल्का है। ,होमवर्क बहुत ज्यादा है। ,होमवर्क बहुत कम है।,0
72,काम के मिलते ही उसका चहरा रौशनी सा सफेद हो गया।,वह काम करके खुश होता है।,वह काम करने से कतराता है।,0
129,पिछली समुद्र यात्रा पहाड़ी रास्ते की तरह निकली।  ,पिछली समुद्र यात्रा बहुत आसान थी।  ,पिछली समुद्र यात्रा बहुत मुश्किल थी।  ,1
551,अध्यापक बनने के बाद से तो तुम दिन का सूरज ही हो गए हो।,जब से तुम अध्यापक बने हो तब से कभी कभी ही मिलते हो। ,जब से तुम अध्यापक बने हो तब से रोज ही मिलते हो। ,1
100,कोमल चील जितनी बुद्धिमान है।,कोमल बहुत बुद्धिमान है।,कोमल बहुत बेवक़ूफ़ है।,0
608,दादाजी की याददाश्त छलनी की तरह हो गयी है।,दादाजी को सब भूल जाता है। ,दादाजी को सब याद रहता है। ,0
692,उसने दिशा को जैसे राम बाण दे दिया। ,उसके प्रोत्साहन से दिशा जीत गई। ,उसके हतोत्साहन से दिशा जीत गई। ,0
747,मुंशी ने सेठ के सारे हिसाब-किताब का स्केल सा सीधा कर दिया। ,मुंशी ने सेठ के सारा हिसाब-किताब ख़राब कर दिया। ,मुंशी ने सेठ के सारा हिसाब-किताब सुधार दिया। ,1
883,पुल ऐसे गिरा जैसे क़ुतुब मीनार। ,पुल आसानी से टूट गया। ,पुलबड़ी मुश्किल से थोड़ा टुटा। ,1
